ID,City,Parent Product Line,Product Line,Source of Contact,Sales Stage,Sales Team
263,UDUPI,Nexon,Nexon (P) XM New,Showroom Walk-in,07 Closed Lost,KK15_3009550
264,UDUPI,Nexon EV,Nexon EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
265,KUNDAPURA,Punch,Punch Pure,External Leads-Web,07 Closed Lost,KK15_3009550
266,MOODUTHONSE,Nexon EV,Nexon EV Dark XZ+ Lux,Showroom Walk-in,07 Closed Lost,KK15_3009550
267,KUNDAPURA,Nexon EV,Nexon EV XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
268,KARKAL,Nexon EV,Nexon EV XZ+ Lux,Showroom Walk-in,06 Sale Closed,KK15_3009550
269,GUJJADI,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux AC FC WMU,Referral,06 Sale Closed,KK15_3009550
270,UDUPI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
271,BEEJADI,Nexon EV 2.0,Nexon EV 2.0 XZ+ AC FC WMU,Showroom Walk-in,07 Closed Lost,KK15_3009550
272,KARKAL,Nexon EV,Nexon EV XZ+ Lux,Showroom Walk-in,02a Pink Form,KK15_3009550
273,UDUPI,Nexon EV,Nexon EV XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
274,KUNDAPURA,Nexon EV 2.0,Nexon EV 2.0 XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
275,KALLIANPUR,Nexon EV,Nexon EV XM,Call to Dealer,07 Closed Lost,KK15_3009550
276,52 HEROOR,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
277,SHIMOGA,Nexon EV 2.0,Nexon EV 2.0 XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
278,TALLUR,Nexon,Nexon (P) XZ+ New,Cold Calling,06 Sale Closed,KK15_3009550
279,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,KK15_3009550
280,Mangalore,Harrier,Harrier XZ+ (DT) New,External Leads-Dealer Website,07 Closed Lost,KK15_3009550
281,KONAJE,Tiago,Tiago (P) XZ New,External Leads-Web,07 Closed Lost,KK15_3009550
282,KUNDAPURA,Harrier,Harrier XZ+ New,External Leads-Web,07 Closed Lost,KK15_3009550
283,UDUPI,Nexon,Nexon (P) XZ+ (S) New,Showroom Walk-in,02a Pink Form,KK15_3009550
284,KELARKALABETTU,Tiago,Tiago (P) XZA New,Call to Dealer,06 Sale Closed,KK15_3009550
285,PERDOOR,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux AC FC WMU,Showroom Walk-in,06 Sale Closed,KK15_3009550
286,KODI,Nexon EV 2.0,Nexon EV 2.0 XZ+ AC FC WMU,Referral,02a Pink Form,KK15_3009550
287,UDUPI,Nexon,Nexon (P) XZ New,Showroom Walk-in,07 Closed Lost,KK15_3009550
288,BSNL QUARTER,Nexon EV,Nexon EV XZ+ Lux,Referral,07 Closed Lost,KK15_3009550
289,KUNDAPURA,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,07 Closed Lost,KK15_3009550
290,SIDDAPUR,Nexon,Nexon (P) XZ+ DT New,Showroom Walk-in,06 Sale Closed,KK15_3009550
291,KATAPADY,Altroz,Altroz XE 1.2 P,Showroom Walk-in,06 Sale Closed,KK15_3009550
292,TONSE EAST,Altroz,Altroz XE+ 1.2 P,Showroom Walk-in,07 Closed Lost,KK15_3009550
293,KUNJIBETTU,Nexon,Nexon (P) XZA+ Dark,External Leads-BAP,06 Sale Closed,KK15_3009550
294,UDUPI,Nexon,Nexon (P) XM New,Events,07 Closed Lost,KK15_3009550
295,KINNIMULKI,Altroz,Altroz XZA (O) 1.2 P,Showroom Walk-in,07 Closed Lost,KK15_3009550
296,KUKKUNDOOR,Nexon,Nexon (P) XM New,Showroom Walk-in,06 Sale Closed,KK15_3009550
297,UDUPI,Harrier,Harrier XZ+ Dark Edition New,External Leads-Web,07 Closed Lost,KK15_3009550
298,,Tiago,Tiago (P) XT New,Showroom Walk-in,06 Sale Closed,KK15_3009550
299,KUSHTAGI,Punch,Punch Accomplish,External Leads-Web,07 Closed Lost,KK15_3009550
300,ESHWAR NAGAR,Nexon EV 2.0,Nexon EV 2.0 XZ+,Showroom Walk-in,07 Closed Lost,KK15_3009550
301,BEEJADI,Nexon EV,Nexon EV XZ+,Digital Lead-Dealer,07 Closed Lost,KK15_3009550
302,HAKLADI,Nexon,Nexon (P) XM New,Call to Dealer,02a Pink Form,KK15_3009550
303,KATAPADY,Nexon,Nexon (P) XZ+ DT HS,Showroom Walk-in,02a Pink Form,KK15_3009550
304,MANCHIKERE,Nexon EV,Nexon EV XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
305,HEJAMADI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
306,INDUSTRIAL AREA,Nexon EV 2.0,Nexon EV 2.0 XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
307,KINNIMULKI,Nexon EV 2.0,Nexon EV 2.0 XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
308,BENGALURU,Nexon EV,Nexon EV XZ+ Lux,Referral,07 Closed Lost,KK15_3009550
309,52 HEROOR,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
310,INDUSTRIAL AREA,Nexon EV 2.0,Nexon EV 2.0 XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
311,ATHRADI,Nexon EV 2.0,Nexon EV 2.0 XZ+,Showroom Walk-in,07 Closed Lost,KK15_3009550
312,INNANJE,Punch,Punch Creative,Cold Calling,06 Sale Closed,KK15_3009550
313,SHIRVA,Punch,Punch KZR,Referral,02a Pink Form,KK15_3009550
314,KINNIMULKI,Nexon EV,Nexon EV XZ+ Lux,Showroom Walk-in,07 Closed Lost,KK15_3009550
315,RATTADI,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux AC FC WMU,External Leads-Web,07 Closed Lost,KK15_3009550
316,UDUPI,Tigor EV,Tigor XT EV,Showroom Walk-in,07 Closed Lost,KK15_3009550
317,SARALEBETTU,Nexon,Nexon (P) XM (S),Showroom Walk-in,07 Closed Lost,KK15_3009550
318,MOODUTHONSE,Nexon,Nexon (P) XZ New,Showroom Walk-in,07 Closed Lost,KK15_3009550
319,KUTHYAR,Tigor,Tigor (P) XZA+ New,Referral,06 Sale Closed,KK15_3009550
320,BHAGYAMANDIRA MUNICIPAL COLONY,Nexon,Nexon (P) XZ New,Showroom Walk-in,07 Closed Lost,KK15_3009550
321,UDUPI,Tigor,Tigor XZ CNG,Call Centre_Prospects,07 Closed Lost,KK15_3009550
322,KALLIANPUR,Tiago,Tiago (P) XZ+ New,Showroom Walk-in,07 Closed Lost,KK15_3009550
323,MARNE,Altroz,Altroz XZA+ (O) P,Showroom Walk-in,06 Sale Closed,KK15_3009550
324,VANDSE,Punch,Punch Adventure Rhythm,Showroom Walk-in,06 Sale Closed,KK15_3009550
325,KUNJIBETTU,Harrier,Harrier XT+,Cold Calling,07 Closed Lost,KK15_3009550
326,UDUPI,Tiago,Tiago (P) XZA New,External Leads-Web,07 Closed Lost,KK15_3009550
327,UDUPI,Nexon,Nexon (P) XZ+ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
328,,Harrier,Harrier XZ+ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
329,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,KK15_3009550
330,UDUPI,Tiago,Tiago (P) XZA+ New,Cold Calling,07 Closed Lost,KK15_3009550
331,UDUPI,Nexon,Nexon (D) XE New,External Leads-Web,07 Closed Lost,KK15_3009550
332,KADEKAR,Nexon,Nexon (P) XM (S),Referral,06 Sale Closed,KK15_3009550
333,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,KK15_3009550
334,KARKALA,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
335,UDUPI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
336,UDUPI,Nexon EV,Nexon EV XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
337,UDUPI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
338,108 KALTHUR,Nexon EV,Nexon EV XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
339,MURSLI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
340,HARADI,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux,Showroom Walk-in,07 Closed Lost,KK15_3009550
341,AMBALPADY,Tiago,Tiago (P) XZ+ New,Cold Calling,06 Sale Closed,KK15_3009550
342,BENGALURU,Nexon,Nexon (P) XM (S),External Leads-Dealer Website,07 Closed Lost,KK15_3009550
343,CHANTHAR,Nexon,Nexon (D) XZA+ DT New,Showroom Walk-in,06 Sale Closed,KK15_3009550
344,UDUPI,Tiago,Tiago (P) XZ+ New,External Leads-Chat,07 Closed Lost,KK15_3009550
345,SHIMOGA,Nexon EV,Nexon EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
346,52 HEROOR,Nexon EV 2.0,Nexon EV 2.0 XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
347,INDRA NAGAR,Tigor EV Ziptron,Tigor EV XZ+,Showroom Walk-in,07 Closed Lost,KK15_3009550
348,NARSAPUR,Tigor EV Ziptron,Tigor EV XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
349,ATHRADI,Nexon EV 2.0,Nexon EV 2.0 XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
350,ESHWAR NAGAR,Nexon EV,Nexon EV XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
351,TONSE EAST,Nexon EV 2.0,Nexon EV 2.0 XZ+,Showroom Walk-in,07 Closed Lost,KK15_3009550
352,SANOOR,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux,Call to Dealer,07 Closed Lost,KK15_3009550
353,ADI UDUPI,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux,Call to Dealer,07 Closed Lost,KK15_3009550
354,HIREBANDADI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
355,UDUPI,Tiago,Tiago (P) XE New,External Leads-Tollfree,07 Closed Lost,KK15_3009550
356,MANGALORE,Nexon,Nexon (P) XZ+ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
357,KARKAL,Nexon,Nexon (P) XZA+ HS,Referral,06 Sale Closed,KK15_3009550
358,BENGALURU,Nexon,Nexon (D) XM (S),Showroom Walk-in,07 Closed Lost,KK15_3009550
359,INNANJE,Nexon,Nexon (P) XZ+ New,Events,07 Closed Lost,KK15_3009550
360,AROOR,Safari 2.0,Safari XZA+ 6S Adventure,Showroom Walk-in,06 Sale Closed,KK15_3009550
361,SHIRVA,Punch,Punch Accomplish,Showroom Walk-in,06 Sale Closed,KK15_3009550
362,KOTATHATTU,Nexon EV,Nexon EV XM,Cold Calling,06 Sale Closed,KK15_3009550
363,SHIRVA,Punch,Punch Creative,Referral,02a Pink Form,KK15_3009550
364,SHIRVA,Punch,Punch Creative,Referral,07 Closed Lost,KK15_3009550
365,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,KK15_3009550
366,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,KK15_3009550
367,ANANTH NAGAR,Nexon EV,Nexon EV Dark XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
368,UTTAR KANNADA,Nexon EV 2.0,Nexon EV 2.0 XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
369,UDUPI,Nexon EV 2.0,Nexon EV 2.0 XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
370,BOMMARABETTU,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux,Showroom Walk-in,07 Closed Lost,KK15_3009550
371,UTTAR KANNADA,Nexon EV 2.0,Nexon EV 2.0 XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
372,UDUPI,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux,Showroom Walk-in,07 Closed Lost,KK15_3009550
373,MARNE,Nexon EV,Nexon EV XZ+,Showroom Walk-in,07 Closed Lost,KK15_3009550
374,MANGALORE,Punch,Punch Creative ST,Call to Dealer,06 Sale Closed,KK15_3009550
375,UDUPI,Nexon EV 2.0,Nexon EV 2.0 XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
376,MADAMMAKKI,Nexon,Nexon (P) XM (S),Referral,06 Sale Closed,KK15_3009550
377,AMBALPADI,Nexon,Nexon (D) XZA+ KZR,Showroom Walk-in,07 Closed Lost,KK15_3009550
378,ULTHOOR,Safari 2.0,Safari XM,Referral,06 Sale Closed,KK15_3009550
379,KONAJE,Tigor,Tigor (P) XM New,External Leads-Web,07 Closed Lost,KK15_3009550
380,KUNJIBETTU,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,06 Sale Closed,KK15_3009550
381,UDUPI,Punch,Punch Adventure Rhythm,Showroom Walk-in,07 Closed Lost,KK15_3009550
382,CHIKKAMUCHALAGUDDA,Nexon,Nexon (D) XM New,Cold Calling,02a Pink Form,KK15_3009550
383,IRODY,Nexon,Nexon (D) XMA (S),Showroom Walk-in,06 Sale Closed,KK15_3009550
384,SOODA,Nexon,Nexon (P) XZA+ (O) Dark,Referral,02a Pink Form,KK15_3009550
385,UDUPI,Harrier,Harrier XTA+,Referral,06 Sale Closed,KK15_3009550
386,TENKANIDYOOR,Altroz,Altroz XE 1.2 P,Showroom Walk-in,07 Closed Lost,KK15_3009550
387,BELKE,Tiago,Tiago (P) XZ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
388,KAPU,Punch,Punch Creative IRA,Showroom Walk-in,07 Closed Lost,KK15_3009550
389,UDUPI,Tiago,Tiago (P) XZ New,Showroom Walk-in,07 Closed Lost,KK15_3009550
390,BHAGYAMANDIRA MUNICIPAL COLONY,Nexon,Nexon (P) XMA New,Showroom Walk-in,07 Closed Lost,KK15_3009550
391,CHITPADY,Punch,Punch Adventure,Showroom Walk-in,07 Closed Lost,KK15_3009550
392,IRODY,Tiago,Tiago (P) XZA+ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
393,UDUPI,Nexon,Nexon (P) XMA New,External Leads-Web,07 Closed Lost,KK15_3009550
394,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,KK15_3009550
395,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-BAP,07 Closed Lost,KK15_3009550
396,AMBALPADY,Altroz,Altroz XT 1.5 D,Showroom Walk-in,06 Sale Closed,KK15_3009550
397,KUNDAPURA,Nexon,Nexon (D) XZ+ New,External Leads-BAP,06 Sale Closed,KK15_3009550
398,HASSAN,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,KK15_3009550
399,ACHALADY,Nexon EV,Nexon EV Dark XZ+ Lux,Referral,06 Sale Closed,KK15_3009550
400,UDUPI,Harrier,Harrier XZ+ CAMO,Showroom Walk-in,07 Closed Lost,KK15_3009550
401,UDUPI,Harrier,Harrier XZ+ CAMO,Showroom Walk-in,07 Closed Lost,KK15_3009550
402,HANGALOOR,Tigor EV Ziptron,Tigor EV XZ+,Call to Dealer,03 Open Yellow / Booked,KK15_3009550
403,52 HEROOR,Nexon EV,Nexon EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
404,KARKAL,Tigor EV Ziptron,Tigor EV XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
405,A.  ANNAPURA,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
406,HANGALOOR,Tigor EV Ziptron,Tigor EV XZ+,Call to Dealer,02a Pink Form,KK15_3009550
407,FARIDABAD,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
408,KUNDAPURA,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux JET,External Leads-Web,07 Closed Lost,KK15_3009550
409,HANGALOOR,Tigor EV Ziptron,Tigor EV XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
410,HANGALOOR,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux,Call to Dealer,06 Sale Closed,KK15_3009550
411,HEJAMADI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
412,KALASA,Punch,Punch Creative AMT,Showroom Walk-in,06 Sale Closed,KK15_3009550
413,UDUPI,Punch,Punch Adventure,Cold Calling,07 Closed Lost,KK15_3009550
414,UDUPI,Nexon,Nexon (P) XZ+ HS,Showroom Walk-in,06 Sale Closed,KK15_3009550
415,UDUPI,Tiago,Tiago (P) XT New,Referral,07 Closed Lost,KK15_3009550
416,ANJARU,Nexon,Nexon (P) XZ+ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
417,NADSAL,Altroz,Altroz XZ(O) 1.2 P,Showroom Walk-in,06 Sale Closed,KK15_3009550
418,KUMRAGOD,Punch,Punch Adventure Rhythm,Referral,02a Pink Form,KK15_3009550
419,UDUPI,Nexon,Nexon (P) XZ+ New,Referral,07 Closed Lost,KK15_3009550
420,UDYAVARA,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux AC FC WMU,Call to Dealer,07 Closed Lost,KK15_3009550
421,RENJALA,Nexon EV 2.0,Nexon EV 2.0 XZ+,Referral,07 Closed Lost,KK15_3009550
422,CARSTREET AREA,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux AC FC WMU,Call to Dealer,07 Closed Lost,KK15_3009550
423,CHITPADY,Nexon EV,Nexon EV XZ+ Lux,External Leads-Dealer Website,07 Closed Lost,KK15_3009550
424,UDUPI,Nexon EV,Nexon EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
425,SANOOR,Nexon EV 2.0,Nexon EV 2.0 XZ+,Referral,07 Closed Lost,KK15_3009550
426,108 KALTHUR,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux JET,External Leads-Web,07 Closed Lost,KK15_3009550
427,UDUPI,Tigor EV Ziptron,Tigor EV XZ+ DT,External Leads-Web,07 Closed Lost,KK15_3009550
428,SHIRVA,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
429,UDUPI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
430,AJRI,Altroz,Altroz XZ 1.2 P,Call to Dealer,07 Closed Lost,KK15_3009550
431,BELAVINAKODIGE,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux JET,External Leads-Web,07 Closed Lost,KK15_3009550
432,KARKALA,Nexon EV,Nexon EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
433,UDUPI,Tigor EV Ziptron,Tigor EV XZ+ DT,External Leads-Web,07 Closed Lost,KK15_3009550
434,UDUPI,Tiago,Tiago (P) XZA New,Referral,07 Closed Lost,KK15_3009550
435,MATTU,Tiago,Tiago (P) XZ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
436,BENGALURU,Nexon EV,Nexon EV XZ+ Lux,Digital Lead-Dealer,07 Closed Lost,KK15_3009550
437,BENGALURU,Nexon EV,Nexon EV XZ+ Lux,Web-Booking,02a Pink Form,KK15_3009550
438,KUNDAPURA,Harrier,Harrier XZA+ Dark Edition,Referral,06 Sale Closed,KK15_3009550
439,KAKKUNJE,Tiago,Tiago (P) XZ+ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
440,MATTU,Tiago,Tiago (P) XZ New,Showroom Walk-in,07 Closed Lost,KK15_3009550
441,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,KK15_3009550
442,UDUPI,Tiago,Tiago (P) XE New,External Leads-Chat,07 Closed Lost,KK15_3009550
443,UDUPI,Nexon,Nexon (P) XZ New,External Leads-Web,07 Closed Lost,KK15_3009550
444,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,KK15_3009550
445,UDUPI,Tiago,Tiago (P) XZA+ New,Cold Calling,06 Sale Closed,KK15_3009550
446,KOTESHWAR,Altroz,Altroz XZ 1.2 P,Digital Lead-Dealer,06 Sale Closed,KK15_3009550
447,BAILOOR,Tiago,Tiago (P) XT New,Call to Dealer,07 Closed Lost,KK15_3009550
448,BADAGABETTU (NO.80),Harrier,Harrier XZA+ (DT),Cold Calling,02a Pink Form,KK15_3009550
449,DHARWAD,Altroz,Altroz XE 1.2 P Rhytm,External Leads-Chat,07 Closed Lost,KK15_3009550
450,UDUPI,Safari 2.0,Safari XM,External Leads-Web,07 Closed Lost,KK15_3009550
451,PADEBETTU,Nexon,Nexon (P) XZ+ New,Showroom Walk-in,02a Pink Form,KK15_3009550
452,CHENNAI,Nexon,Nexon (P) XZ+ New,Subscription Lead,07 Closed Lost,KK15_3009550
453,MANGALORE,Altroz,Altroz XZ+ TC 1.2 P,Cold Calling,06 Sale Closed,KK15_3009550
454,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,KK15_3009550
455,UDUPI,Nexon,Nexon (P) XZ New,Referral,06 Sale Closed,KK15_3009550
456,KIRIMANJESHWAR,Nexon,Nexon (P) XZA+ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
457,UDUPI,Altroz,Altroz XZ 1.2 P,Referral,02a Pink Form,KK15_3009550
458,UDUPI,Tigor EV Ziptron,Tigor EV XZ+,External Leads-Web,02a Pink Form,KK15_3009550
459,HIREBETTU,Nexon,Nexon (P) XM (S),Referral,06 Sale Closed,KK15_3009550
460,HADAVU,Tiago,Tiago P NRG,External Leads - SSS Self,06 Sale Closed,KK15_3009550
461,ANJARU,Altroz,Altroz XZ+ 1.2 P,Showroom Walk-in,06 Sale Closed,KK15_3009550
462,UDUPI,Altroz,Altroz XE 1.2 P,Showroom Walk-in,06 Sale Closed,KK15_3009550
463,TENKA,Safari 2.0,Safari XZA+,Showroom Walk-in,06 Sale Closed,KK15_3009550
464,UDUPI,Nexon,Nexon (P) XZA+ New,Referral,07 Closed Lost,KK15_3009550
465,KARAMBALLI,Nexon,Nexon (P) XZ+ (S) New,Referral,06 Sale Closed,KK15_3009550
466,BENGALURU EAST,Nexon,Nexon (D) XM (S),Referral,07 Closed Lost,KK15_3009550
467,UDUPI,Safari 2.0,Safari XZ+,Referral,07 Closed Lost,KK15_3009550
468,UDUPI,Altroz,Altroz XZ+ 1.2 P Dark,Showroom Walk-in,06 Sale Closed,KK15_3009550
469,SHIRVA,Nexon,Nexon (P) XZA+ New,Referral,02a Pink Form,KK15_3009550
470,KUNDAPURA,Altroz,Altroz XT 1.5 D,External Leads-Web,07 Closed Lost,KK15_3009550
471,KUNDAPURA,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,KK15_3009550
472,BENGALURU,Nexon,Nexon (D) XM (S),Referral,02a Pink Form,KK15_3009550
473,UDUPI,Nexon,Nexon (D) XZ+ New,Cold Calling,06 Sale Closed,KK15_3009550
474,UDUPI,Nexon EV,Nexon EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
475,MOODABETTU,Tigor EV Ziptron,Tigor EV XZ+,Referral,06 Sale Closed,KK15_3009550
476,KALLIANPUR,Nexon EV,Nexon EV XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
477,MANGALORE,Nexon EV,Nexon EV XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
478,UDUPI,Nexon EV,Nexon EV XM, External Leads-CAP Web,07 Closed Lost,KK15_3009550
479,CHERKADY,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux AC FC WMU,Referral,06 Sale Closed,KK15_3009550
480,UDUPI,Tiago,Tiago (P) XTA New,Showroom Walk-in,07 Closed Lost,KK15_3009550
481,UDUPI,Nexon,Nexon (D) XZ+ (S) New,Showroom Walk-in,07 Closed Lost,KK15_3009550
482,UDUPI,Tiago,Tiago (P) XTO,Showroom Walk-in,07 Closed Lost,KK15_3009550
483,UDUPI,Altroz,Altroz XT 1.2 P,Referral,06 Sale Closed,KK15_3009550
484,UDUPI,Harrier,Harrier XZ New,Referral,07 Closed Lost,KK15_3009550
485,UDUPI,Nexon,Nexon (P) XZ New,Showroom Walk-in,07 Closed Lost,KK15_3009550
486,TENKABELLUR,Tiago,Tiago (P) XZ+ New,Referral,07 Closed Lost,KK15_3009550
487,KOTESHWAR,Altroz,Altroz XZ 1.2 P,Referral,06 Sale Closed,KK15_3009550
488,UDUPI,Tiago,Tiago (P) XE New,Showroom Walk-in,07 Closed Lost,KK15_3009550
489,UDUPI,Tiago,Tiago (P) XTA New,Showroom Walk-in,07 Closed Lost,KK15_3009550
490,MUMBAI,Punch,Punch Creative AMT,Showroom Walk-in,07 Closed Lost,KK15_3009550
491,UDUPI,Harrier,Harrier XZA+ Dark Edition,Referral,07 Closed Lost,KK15_3009550
492,KUNDAPURA,Nexon,Nexon (P) XZ+ New,Referral,06 Sale Closed,KK15_3009550
493,NEELAVAR,Nexon,Nexon (P) XMA New,Referral,06 Sale Closed,KK15_3009550
494,KOTESHWAR,Altroz,Altroz XZ 1.2 P,Digital Lead-Dealer,07 Closed Lost,KK15_3009550
495,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,KK15_3009550
496,HAVANJE,Nexon EV 2.0,Nexon EV 2.0 XZ+ AC FC WMU,Showroom Walk-in,06 Sale Closed,KK15_3009550
497,AGASARAKOPPA,Nexon EV,Nexon EV XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
498,UDUPI,Harrier,Harrier XM New,External Leads-Web,07 Closed Lost,KK15_3009550
499,UDUPI,Nexon,Nexon (P) XMA New,External Leads-Web,07 Closed Lost,KK15_3009550
500,SEETHUR,Nexon,Nexon (P) XZ+ New,Referral,06 Sale Closed,KK15_3009550
501,UDUPI,Nexon,Nexon (P) XMA (S),Showroom Walk-in,06 Sale Closed,KK15_3009550
502,UDUPI,Tigor EV Ziptron,Tigor EV XM,External Leads-Web,07 Closed Lost,KK15_3009550
503,,Safari 2.0,Safari XZA+ 6S Adventure,Showroom Walk-in,07 Closed Lost,KK15_3009550
504,UDYAVARA,Tigor EV Ziptron,Tigor EV XZ+ DT,External Leads-Web,07 Closed Lost,KK15_3009550
505,ANANTH NAGAR,Tigor EV Ziptron,Tigor EV XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
506,BOMMARABETTU,Tiago,Tiago (P) XZ New,Call to Dealer,07 Closed Lost,KK15_3009550
507,MAJOOR,Tiago EV,Tiago EV LR XZ+ Tech Lux,External Leads-Web,03 Open Yellow / Booked,KK15_3009550
508,A.  SHANBOGANAHALLI,Tiago EV,Tiago EV LR XT,External Leads-Web,07 Closed Lost,KK15_3009550
509,UDUPI,Tiago EV,Tiago EV LR XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
510,ADI UDUPI,Tiago EV,Tiago EV LR XZ+,External Leads-Web,07 Closed Lost,KK15_3009550
511,UDUPI,Nexon EV 2.0,Nexon EV 2.0 XZ+ Lux AC FC WMU,External Leads-Web,07 Closed Lost,KK15_3009550
512,,Tiago EV,Tiago EV LR XZ+,Call to Dealer,07 Closed Lost,KK15_3009550
513,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,KK15_3009550
514,BELTANGADI,Tiago,Tiago (P) XZ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
515,PALIMAR,Nexon,Nexon (P) XZA+ New,Showroom Walk-in,06 Sale Closed,KK15_3009550
516,UDUPI,Tigor,Tigor (P) XM New,Showroom Walk-in,06 Sale Closed,KK15_3009550
517,PALIMAR,Nexon,Nexon (P) XM (S),Showroom Walk-in,06 Sale Closed,KK15_3009550
